Source,Target,Type,Id,Label,timeset,Weight
39606211535,104494252531,Directed,202,,,1
39606211535,111814958839511,Directed,203,,,1
39606211535,57835308051,Directed,204,,,1
39606211535,53918720179,Directed,205,,,1
39606211535,177066813982,Directed,206,,,1
39606211535,71192262880,Directed,207,,,1
39606211535,91310816424,Directed,208,,,1
39606211535,116020395098861,Directed,209,,,1
39606211535,327959000742,Directed,210,,,1
39606211535,75817512200,Directed,211,,,1
39606211535,306777389105,Directed,212,,,1
39606211535,33367905046,Directed,213,,,1
39606211535,222817795594,Directed,214,,,1
39606211535,138422239516142,Directed,215,,,1
39606211535,19427860874,Directed,216,,,1
39606211535,214487544278,Directed,217,,,1
39606211535,20780621298,Directed,218,,,1
39606211535,154573151220507,Directed,219,,,1
39606211535,111218460321,Directed,220,,,1
39606211535,154951674521,Directed,221,,,1
39606211535,20917867360,Directed,222,,,1
39606211535,128794430091,Directed,223,,,1
39606211535,103090687973,Directed,224,,,1
39606211535,155089497836659,Directed,225,,,1
39606211535,251138700904,Directed,226,,,1
39606211535,18656751938,Directed,227,,,1
39606211535,93541048982,Directed,228,,,1
39606211535,436749055071,Directed,229,,,1
39606211535,334609445049,Directed,230,,,1
39606211535,225383108939,Directed,231,,,1
39606211535,259680746118,Directed,232,,,1
39606211535,300102818498,Directed,233,,,1
39606211535,74491490783,Directed,234,,,1
39606211535,116456261706731,Directed,235,,,1
39606211535,37510781596,Directed,236,,,1
39606211535,110394988999413,Directed,237,,,1
39606211535,176370798420,Directed,238,,,1
39606211535,59342387248,Directed,239,,,1
39606211535,313008528770,Directed,240,,,1
39606211535,307934509134,Directed,241,,,1
39606211535,78012561175,Directed,242,,,1
39606211535,307821613964,Directed,243,,,1
39606211535,73169639621,Directed,244,,,1
39606211535,114280725252966,Directed,245,,,1
39606211535,226847794566,Directed,246,,,1
39606211535,108777469140406,Directed,247,,,1
39606211535,328533175906,Directed,248,,,1
39606211535,26293389786,Directed,249,,,1
39606211535,121996394480471,Directed,250,,,1
39606211535,49315971845,Directed,251,,,1
39606211535,127641430593636,Directed,252,,,1
39606211535,65447635155,Directed,253,,,1
39606211535,107095322667861,Directed,254,,,1
39606211535,146034731206,Directed,255,,,1
39606211535,63264950770,Directed,256,,,1
39606211535,12575526037,Directed,257,,,1
39606211535,58832404420,Directed,258,,,1
39606211535,108216677310,Directed,259,,,1
39606211535,155256671897,Directed,260,,,1
39606211535,115111781837903,Directed,261,,,1
39606211535,20367820185,Directed,262,,,1
39606211535,103093886397382,Directed,263,,,1
39606211535,41358349994,Directed,264,,,1
39606211535,103948696308392,Directed,265,,,1
39606211535,292000846947,Directed,266,,,1
39606211535,102654259770128,Directed,267,,,1
39606211535,68656868417,Directed,268,,,1
39606211535,322873594074,Directed,269,,,1
39606211535,17218724167,Directed,270,,,1
39606211535,109669565726510,Directed,271,,,1
39606211535,109164455776205,Directed,272,,,1
39606211535,361914681792,Directed,273,,,1
39606211535,13419601347,Directed,274,,,1
39606211535,302789878228,Directed,275,,,1
39606211535,285440674555,Directed,276,,,1
39606211535,225272125159,Directed,277,,,1
39606211535,143563791843,Directed,278,,,1
39606211535,124769474222626,Directed,279,,,1
39606211535,102154693166715,Directed,280,,,1
39606211535,125182520845511,Directed,281,,,1
39606211535,119404344767319,Directed,282,,,1
39606211535,127315027298598,Directed,283,,,1
39606211535,122527357786003,Directed,284,,,1
39606211535,122565594448143,Directed,285,,,1
39606211535,102166036499869,Directed,286,,,1
39606211535,132447296771023,Directed,287,,,1
39606211535,127523070608479,Directed,288,,,1
39606211535,102137693168872,Directed,289,,,1
39606211535,122640831109803,Directed,290,,,1
39606211535,427438974033956,Directed,291,,,1
39606211535,23828686503,Directed,292,,,1
39606211535,323571966880,Directed,293,,,1
39606211535,305396983064,Directed,294,,,1
39606211535,125283784169149,Directed,295,,,1
218289944904955,39075202624,Directed,296,,,1
218289944904955,1528519747445222,Directed,297,,,1
218289944904955,340327135979921,Directed,298,,,1
218289944904955,193742123995472,Directed,299,,,1
218289944904955,117471031636168,Directed,300,,,1
218289944904955,223649167822693,Directed,301,,,1
218289944904955,109281389102062,Directed,302,,,1
218289944904955,568451346578186,Directed,303,,,1
218289944904955,111376838888644,Directed,304,,,1
218289944904955,39606211535,Directed,305,,,1
232843448409,199848990041080,Directed,306,,,1
232843448409,285792341874606,Directed,307,,,1
232843448409,1785047065086241,Directed,308,,,1
232843448409,311794742573348,Directed,309,,,1
232843448409,438342399587801,Directed,310,,,1
232843448409,11309713071,Directed,311,,,1
232843448409,367116489976035,Directed,312,,,1
232843448409,7642602143,Directed,313,,,1
232843448409,20446254070,Directed,314,,,1
232843448409,21516776437,Directed,315,,,1
232843448409,742532909103741,Directed,316,,,1
232843448409,39606211535,Directed,317,,,1
232843448409,111376838888644,Directed,318,,,1
232843448409,223649167822693,Directed,319,,,1
742532909103741,223649167822693,Directed,320,,,1
742532909103741,1785047065086241,Directed,321,,,1
742532909103741,232843448409,Directed,322,,,1
22898109808,7642602143,Directed,323,,,1
22898109808,223649167822693,Directed,324,,,1
22898109808,199848990041080,Directed,325,,,1
103921782727,10974002364,Directed,326,,,1
103921782727,75467339012,Directed,327,,,1
103921782727,5551369597,Directed,328,,,1
103921782727,367116489976035,Directed,329,,,1
75467339012,103921782727,Directed,330,,,1
75467339012,367116489976035,Directed,331,,,1
75467339012,111376838888644,Directed,332,,,1
75467339012,10974002364,Directed,333,,,1
94300828653,117471031636168,Directed,334,,,1
94300828653,5551369597,Directed,335,,,1
282738158446876,156065174628,Directed,336,,,1
282738158446876,111376838888644,Directed,337,,,1
282738158446876,6029273333,Directed,338,,,1
282738158446876,117471031636168,Directed,339,,,1
282738158446876,5551369597,Directed,340,,,1
282738158446876,109281389102062,Directed,341,,,1
225910107814,117127335022717,Directed,342,,,1
225910107814,424206420965615,Directed,343,,,1
225910107814,17182384243,Directed,344,,,1
225910107814,115057772089,Directed,345,,,1
225910107814,7962048097,Directed,346,,,1
103172802652,109281389102062,Directed,347,,,1
103172802652,10109514234,Directed,348,,,1
103172802652,115057772089,Directed,349,,,1
233772506718746,117787631775,Directed,350,,,1
20668185018,111580660349,Directed,351,,,1
32192097511,10109514234,Directed,352,,,1
266351330231,18015425318,Directed,353,,,1
117787631775,233772506718746,Directed,354,,,1
59672929326,109281389102062,Directed,355,,,1
59672929326,72311242941,Directed,356,,,1
211774705524116,117787631775,Directed,357,,,1
211774705524116,17182384243,Directed,358,,,1
211774705524116,10109514234,Directed,359,,,1
49501042917,18015425318,Directed,360,,,1
424206420965615,233772506718746,Directed,361,,,1
424206420965615,18015425318,Directed,362,,,1
111580660349,18015425318,Directed,363,,,1
111580660349,109281389102062,Directed,364,,,1
111580660349,8080683959,Directed,365,,,1
91863537504,109281389102062,Directed,366,,,1
41881016652,109281389102062,Directed,367,,,1
88573992939,10109514234,Directed,368,,,1
88573992939,91863537504,Directed,369,,,1
117127335022717,233772506718746,Directed,370,,,1
17182384243,225910107814,Directed,371,,,1
17182384243,18015425318,Directed,372,,,1
17182384243,8080683959,Directed,373,,,1
14856729724,7962048097,Directed,374,,,1
14856729724,8080683959,Directed,375,,,1
14856729724,109281389102062,Directed,376,,,1
14856729724,72311242941,Directed,377,,,1
5551369597,117471031636168,Directed,378,,,1
1048091338583119,193742123995472,Directed,379,,,1
568451346578186,109281389102062,Directed,380,,,1
568451346578186,340327135979921,Directed,381,,,1
568451346578186,223649167822693,Directed,382,,,1
568451346578186,39606211535,Directed,383,,,1
568451346578186,111376838888644,Directed,384,,,1
1560128030946687,193742123995472,Directed,385,,,1
46299886275,8245623462,Directed,386,,,1
8245623462,8389383510,Directed,387,,,1
8245623462,8725012666,Directed,388,,,1
210150045675806,39606211535,Directed,389,,,1
8389383510,8245623462,Directed,390,,,1
143203489108626,8245623462,Directed,391,,,1
143203489108626,39606211535,Directed,392,,,1
143203489108626,218289944904955,Directed,393,,,1
201491739872419,218289944904955,Directed,394,,,1
114841788592047,114841788592047,Directed,395,,,1
114841788592047,39606211535,Directed,396,,,1
133094123381744,39606211535,Directed,397,,,1
159986384033802,115396848484203,Directed,398,,,1
45592857403,45592857403,Directed,399,,,1
45592857403,323571966880,Directed,400,,,1
189425335940,114280725252966,Directed,401,,,1
189425335940,39606211535,Directed,402,,,1
150196931683690,259680746118,Directed,403,,,1
162618177083945,1539014136324176,Directed,404,,,1
162618177083945,121556044528315,Directed,405,,,1
162618177083945,155123224502661,Directed,406,,,1
162618177083945,148619311832873,Directed,407,,,1
162618177083945,152618351445645,Directed,408,,,1
162618177083945,118523148205452,Directed,409,,,1
162618177083945,330431036797,Directed,410,,,1
162618177083945,153524114660094,Directed,411,,,1
162618177083945,292000846947,Directed,412,,,1
332616240855,143203489108626,Directed,413,,,1
332616240855,8245623462,Directed,414,,,1
281709225144,17689782594,Directed,415,,,1
17689782594,281709225144,Directed,416,,,1
115396848484203,137007273115122,Directed,417,,,1
115396848484203,110394988999413,Directed,418,,,1
115396848484203,116456261706731,Directed,419,,,1
323369556862,111814958839511,Directed,420,,,1
323369556862,57835308051,Directed,421,,,1
323369556862,53918720179,Directed,422,,,1
323369556862,177066813982,Directed,423,,,1
323369556862,71192262880,Directed,424,,,1
323369556862,91310816424,Directed,425,,,1
323369556862,116020395098861,Directed,426,,,1
323369556862,104494252531,Directed,427,,,1
323369556862,39606211535,Directed,428,,,1
45126639765,313008528770,Directed,429,,,1
8725012666,46299886275,Directed,430,,,1
8725012666,8245623462,Directed,431,,,1
33735392231,39606211535,Directed,432,,,1
33735392231,37510781596,Directed,433,,,1
64230771799,17689782594,Directed,434,,,1
64230771799,137007273115122,Directed,435,,,1
64230771799,313008528770,Directed,436,,,1
64230771799,93541048982,Directed,437,,,1
64230771799,39606211535,Directed,438,,,1
64230771799,112585963017,Directed,439,,,1
14553116366,313008528770,Directed,440,,,1
14553116366,5768707450,Directed,441,,,1
14553116366,8245623462,Directed,442,,,1
174275217692,45592857403,Directed,443,,,1
174275217692,323571966880,Directed,444,,,1
174275217692,39606211535,Directed,445,,,1
121556044528315,148619311832873,Directed,446,,,1
121556044528315,162618177083945,Directed,447,,,1
48444077373,108930082473132,Directed,448,,,1
48444077373,193660435499,Directed,449,,,1
48444077373,26087329406,Directed,450,,,1
48444077373,108837452655,Directed,451,,,1
48444077373,95575183252,Directed,452,,,1
48444077373,338295382822,Directed,453,,,1
48444077373,178660623508,Directed,454,,,1
48444077373,39606211535,Directed,455,,,1
48444077373,125283784169149,Directed,456,,,1
108837452655,107138599320072,Directed,457,,,1
108837452655,107864392575733,Directed,458,,,1
108837452655,225272125159,Directed,459,,,1
108837452655,108930082473132,Directed,460,,,1
108837452655,154573151220507,Directed,461,,,1
108837452655,58790889029,Directed,462,,,1
108837452655,95575183252,Directed,463,,,1
108837452655,176370798420,Directed,464,,,1
108837452655,103948696308392,Directed,465,,,1
108837452655,178660623508,Directed,466,,,1
108837452655,39606211535,Directed,467,,,1
108837452655,93840563463,Directed,468,,,1
108930082473132,110394988999413,Directed,469,,,1
62494212620,39606211535,Directed,470,,,1
93840563463,39606211535,Directed,471,,,1
115579501031,225272125159,Directed,472,,,1
115579501031,108930082473132,Directed,473,,,1
115579501031,93840563463,Directed,474,,,1
26087329406,108930082473132,Directed,475,,,1
26087329406,48444077373,Directed,476,,,1
26087329406,338295382822,Directed,477,,,1
26087329406,58790889029,Directed,478,,,1
26087329406,93840563463,Directed,479,,,1
26087329406,107138599320072,Directed,480,,,1
26087329406,115579501031,Directed,481,,,1
26087329406,95575183252,Directed,482,,,1
178660623508,39606211535,Directed,483,,,1
95575183252,110394988999413,Directed,484,,,1
107138599320072,48444077373,Directed,485,,,1
107138599320072,62494212620,Directed,486,,,1
107138599320072,26087329406,Directed,487,,,1
107138599320072,58790889029,Directed,488,,,1
107138599320072,95575183252,Directed,489,,,1
107138599320072,93840563463,Directed,490,,,1
107138599320072,115579501031,Directed,491,,,1
107138599320072,338295382822,Directed,492,,,1
107138599320072,176370798420,Directed,493,,,1
107138599320072,178660623508,Directed,494,,,1
107138599320072,25719309948,Directed,495,,,1
107138599320072,193660435499,Directed,496,,,1
107138599320072,108837452655,Directed,497,,,1
107138599320072,107864392575733,Directed,498,,,1
107138599320072,225272125159,Directed,499,,,1
376128405797,39606211535,Directed,500,,,1
376128405797,427438974033956,Directed,501,,,1
51816504717,8245623462,Directed,502,,,1
86410088406,427438974033956,Directed,503,,,1
86410088406,39606211535,Directed,504,,,1
109562325757883,791412954249306,Directed,505,,,1
109562325757883,427438974033956,Directed,506,,,1
109562325757883,51816504717,Directed,507,,,1
109562325757883,93610793386,Directed,508,,,1
109562325757883,99528220127,Directed,509,,,1
109562325757883,108777469140406,Directed,510,,,1
109562325757883,23828686503,Directed,511,,,1
109562325757883,65447635155,Directed,512,,,1
109562325757883,39606211535,Directed,513,,,1
306404207189,427438974033956,Directed,514,,,1
306404207189,39606211535,Directed,515,,,1
346480453179,51212153078,Directed,516,,,1
24763310770,282056745312897,Directed,517,,,1
24763310770,427438974033956,Directed,518,,,1
24763310770,39606211535,Directed,519,,,1
24763310770,111994292146871,Directed,520,,,1
24763310770,58832404420,Directed,521,,,1
24763310770,17218724167,Directed,522,,,1
24763310770,103093886397382,Directed,523,,,1
111994292146871,114841788592047,Directed,524,,,1
255102617969,8245623462,Directed,525,,,1
255102617969,143203489108626,Directed,526,,,1
116820538360160,138944599464016,Directed,527,,,1
116820538360160,307821613964,Directed,528,,,1
116820538360160,332616240855,Directed,529,,,1
116820538360160,74491490783,Directed,530,,,1
116820538360160,146034731206,Directed,531,,,1
116820538360160,111860015493673,Directed,532,,,1
116820538360160,68656868417,Directed,533,,,1
116820538360160,109669565726510,Directed,534,,,1
116820538360160,155256671897,Directed,535,,,1
116820538360160,307934509134,Directed,536,,,1
116820538360160,7467565831,Directed,537,,,1
116820538360160,143563791843,Directed,538,,,1
116820538360160,8245623462,Directed,539,,,1
116820538360160,39606211535,Directed,540,,,1
111860015493673,116820538360160,Directed,541,,,1
111860015493673,302789878228,Directed,542,,,1
111860015493673,361914681792,Directed,543,,,1
111860015493673,255102617969,Directed,544,,,1
111860015493673,26293389786,Directed,545,,,1
111860015493673,332616240855,Directed,546,,,1
111860015493673,307934509134,Directed,547,,,1
111860015493673,13873806278,Directed,548,,,1
111860015493673,107095322667861,Directed,549,,,1
111860015493673,146034731206,Directed,550,,,1
111860015493673,138944599464016,Directed,551,,,1
111860015493673,33367905046,Directed,552,,,1
111860015493673,25719309948,Directed,553,,,1
111860015493673,39606211535,Directed,554,,,1
111860015493673,143203489108626,Directed,555,,,1
111860015493673,155256671897,Directed,556,,,1
111860015493673,78012561175,Directed,557,,,1
111860015493673,109669565726510,Directed,558,,,1
111860015493673,68656868417,Directed,559,,,1
7467565831,91310816424,Directed,560,,,1
7467565831,68656868417,Directed,561,,,1
7467565831,155256671897,Directed,562,,,1
7467565831,78012561175,Directed,563,,,1
7467565831,111860015493673,Directed,564,,,1
7467565831,8245623462,Directed,565,,,1
7467565831,138944599464016,Directed,566,,,1
7467565831,218289944904955,Directed,567,,,1
7467565831,143203489108626,Directed,568,,,1
7467565831,39606211535,Directed,569,,,1
56426715422,143203489108626,Directed,570,,,1
56426715422,8245623462,Directed,571,,,1
56426715422,115396848484203,Directed,572,,,1
56426715422,137007273115122,Directed,573,,,1
56426715422,20531316728,Directed,574,,,1
56426715422,361914681792,Directed,575,,,1
56426715422,39606211535,Directed,576,,,1
56426715422,107095322667861,Directed,577,,,1
56426715422,143563791843,Directed,578,,,1
346697009277,332616240855,Directed,579,,,1
346697009277,74491490783,Directed,580,,,1
346697009277,146034731206,Directed,581,,,1
346697009277,111860015493673,Directed,582,,,1
346697009277,68656868417,Directed,583,,,1
346697009277,109669565726510,Directed,584,,,1
346697009277,155256671897,Directed,585,,,1
346697009277,307934509134,Directed,586,,,1
346697009277,7467565831,Directed,587,,,1
346697009277,13873806278,Directed,588,,,1
346697009277,116820538360160,Directed,589,,,1
346697009277,107095322667861,Directed,590,,,1
346697009277,361914681792,Directed,591,,,1
346697009277,255102617969,Directed,592,,,1
346697009277,56426715422,Directed,593,,,1
346697009277,143203489108626,Directed,594,,,1
346697009277,78012561175,Directed,595,,,1
346697009277,138944599464016,Directed,596,,,1
346697009277,307821613964,Directed,597,,,1
346697009277,39606211535,Directed,598,,,1
13873806278,143203489108626,Directed,599,,,1
13873806278,8245623462,Directed,600,,,1
13873806278,73169639621,Directed,601,,,1
13873806278,95575183252,Directed,602,,,1
13873806278,20780621298,Directed,603,,,1
13873806278,102166036499869,Directed,604,,,1
13873806278,74788056594,Directed,605,,,1
138944599464016,282056745312897,Directed,606,,,1
138944599464016,218289944904955,Directed,607,,,1
138944599464016,302789878228,Directed,608,,,1
138944599464016,8245623462,Directed,609,,,1
138944599464016,13873806278,Directed,610,,,1
138944599464016,332616240855,Directed,611,,,1
138944599464016,307821613964,Directed,612,,,1
138944599464016,307934509134,Directed,613,,,1
138944599464016,109669565726510,Directed,614,,,1
138944599464016,111860015493673,Directed,615,,,1
138944599464016,155256671897,Directed,616,,,1
138944599464016,78012561175,Directed,617,,,1
138944599464016,56426715422,Directed,618,,,1
138944599464016,255102617969,Directed,619,,,1
138944599464016,143563791843,Directed,620,,,1
138944599464016,116820538360160,Directed,621,,,1
138944599464016,346697009277,Directed,622,,,1
138944599464016,143203489108626,Directed,623,,,1
138944599464016,7467565831,Directed,624,,,1
138944599464016,146034731206,Directed,625,,,1
138944599464016,361914681792,Directed,626,,,1
138944599464016,68656868417,Directed,627,,,1
138944599464016,74491490783,Directed,628,,,1
138944599464016,39606211535,Directed,629,,,1
138944599464016,53918720179,Directed,630,,,1
501803260286,451243585233,Directed,631,,,1
501803260286,74788056594,Directed,632,,,1
451243585233,57835308051,Directed,633,,,1
104043399632639,57835308051,Directed,634,,,1
102577042588,451243585233,Directed,635,,,1
102577042588,74788056594,Directed,636,,,1
102577042588,71192262880,Directed,637,,,1
102577042588,104494252531,Directed,638,,,1
102577042588,45126639765,Directed,639,,,1
104494252531,174275217692,Directed,640,,,1
111814958839511,57835308051,Directed,641,,,1
57835308051,306777389105,Directed,642,,,1
57835308051,39606211535,Directed,643,,,1
57835308051,68656868417,Directed,644,,,1
57835308051,102154693166715,Directed,645,,,1
53918720179,57835308051,Directed,646,,,1
53918720179,39606211535,Directed,647,,,1
177066813982,307821613964,Directed,648,,,1
71192262880,39606211535,Directed,649,,,1
71192262880,14553116366,Directed,650,,,1
91310816424,93610793386,Directed,651,,,1
91310816424,7467565831,Directed,652,,,1
91310816424,20917867360,Directed,653,,,1
327959000742,115111781837903,Directed,654,,,1
327959000742,222817795594,Directed,655,,,1
327959000742,33367905046,Directed,656,,,1
327959000742,138422239516142,Directed,657,,,1
327959000742,285440674555,Directed,658,,,1
327959000742,19427860874,Directed,659,,,1
327959000742,49315971845,Directed,660,,,1
327959000742,20780621298,Directed,661,,,1
327959000742,214487544278,Directed,662,,,1
327959000742,128794430091,Directed,663,,,1
327959000742,20917867360,Directed,664,,,1
327959000742,103090687973,Directed,665,,,1
327959000742,155089497836659,Directed,666,,,1
327959000742,111218460321,Directed,667,,,1
327959000742,154951674521,Directed,668,,,1
327959000742,154573151220507,Directed,669,,,1
327959000742,306777389105,Directed,670,,,1
